Area,Price per Month,Address,City,Price,Name,contact_details
"1,000 ft²","$3,000/mo",1219 Aster Boulevard,"Edmonton, AB","$36.00/sf/yr$3,000/mo",Noah Issa,https://www.spacelist.ca/listings/802734/ab/edmonton/for-lease/retail/1219_aster_boulevard
"1,060 ft²","$1,590/mo",12981 50 Street Northwest,"Edmonton, AB","$18.00/sf/yr$1,590/mo",Noah Issa,https://www.spacelist.ca/listings/799613/ab/edmonton/for-lease/retail/12981_50_street_northwest
"2,266 ft²",Contact,11832 - 11822 103 Street Northwest,"Edmonton, AB",ContactContact,Chad Snow,https://www.spacelist.ca/listings/809250/ab/edmonton/for-lease/retail/11832-11822_103_street_northwest
"10,538 ft²","$14,884/mo",9831 63 Avenue Northwest,"Edmonton, AB","$16.95/sf/yr$14,884/mo",Don Robinson,https://www.spacelist.ca/listings/817232/ab/edmonton/for-lease/retail-industrial/9831_63_avenue_northwest
"8,480 ft²",Not available,9505 63 Avenue Northwest,"Edmonton, AB","$1,575,000","Dennis Aubin CPA, CMA",https://www.spacelist.ca/listings/484985/ab/edmonton/for-sale/office-retail-industrial/9505_63_avenue_northwest
"3,162 ft²",Contact,11834 - 11822 103 Street Northwest,"Edmonton, AB",ContactContact,Chad Snow,https://www.spacelist.ca/listings/809251/ab/edmonton/for-lease/retail/11834-11822_103_street_northwest
"3,696 ft²","$9,779/mo",16729 - 16729 100 Street Northwest,"Edmonton, AB","$31.75/sf/yr$9,779/mo",Chad Snow,https://www.spacelist.ca/listings/803410/ab/edmonton/for-lease/retail/16729-16729_100_street_northwest
"2,000 ft²","$3,333/mo",9432 118 Avenue Northwest,"Edmonton, AB","$20.00/sf/yr$3,333/mo",Noah Issa,https://www.spacelist.ca/listings/799611/ab/edmonton/for-lease/retail/9432_118_avenue_northwest
"4,000 ft²",Not available,15210 Stony Plain Road,"Edmonton, AB","$1,000,000",MGH Retail,https://www.spacelist.ca/listings/796764/ab/edmonton/for-sale/retail/15210_stony_plain_road
"2,085 ft²","$4,865/mo",6055 Andrews Way Southwest,"Edmonton, AB","$28.00/sf/yr$4,865/mo",Tom Dean,https://www.spacelist.ca/listings/800066/ab/edmonton/for-lease/office-retail-medical/6055_andrews_way_southwest
"10,369 ft²",Not available,10347 82 Ave NW,"Edmonton, AB",Contact,MGH Retail,https://www.spacelist.ca/listings/449941/ab/edmonton/for-sale/office-retail-medical/10347_82_ave_nw
"1,000-2,830 ft²",Contact,10043 108 Street Northwest,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/311664/ab/edmonton/for-lease/retail/10043_108_street_northwest
"7,800 ft²",Not available,12411 Jasper Avenue,"Edmonton, AB","$875,000",Richard Lizotte,https://www.spacelist.ca/listings/478509/ab/edmonton/for-sale/retail-industrial-land/12411_jasper_avenue
"1,227 ft²",Not available,1 - 10169 104 Street Northwest,"Edmonton, AB","$490,000",MGH Retail,https://www.spacelist.ca/listings/772398/ab/edmonton/for-sale/office-retail/1-10169_104_street_northwest
"4,561 ft²","$6,081/mo",10131 Princess Elizabeth Avenue Northwest,"Edmonton, AB","$16.00/sf/yr$6,081/mo",Noah Issa,https://www.spacelist.ca/listings/802980/ab/edmonton/for-lease/retail/10131_princess_elizabeth_avenue_northwest
"28,068 ft²",Not available,7919 118 Ave NW,"Edmonton, AB",Contact,Alim Abdool,https://www.spacelist.ca/listings/789481/ab/edmonton/for-sale/retail-land-multifamily/7919_118_ave_nw
"1,420 ft²","$2,292/mo",14817 - 14817 Yellowhead Trail,"Edmonton, AB","$19.37/sf/yr$2,292/mo",Chad Snow,https://www.spacelist.ca/listings/793191/ab/edmonton/for-lease/office-retail/14817-14817_yellowhead_trail
"700-2,617 ft²",Contact,11229 Jasper Avenue,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/794623/ab/edmonton/for-lease/office-retail/11229_jasper_avenue
955 ft²,Contact,9222 Ellerslie Road Southwest,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/816106/ab/edmonton/for-lease/retail/9222_ellerslie_road_southwest
"1,708 ft²",Not available,9531 76 Avenue Northwest,"Edmonton, AB","$260,000",Suki Keomanivong,https://www.spacelist.ca/listings/796880/ab/edmonton/for-sale/retail/9531_76_avenue_northwest
"1,684 ft²",Contact,10018 105 St NW,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/793071/ab/edmonton/for-lease/retail/10018_105_st_nw
"1,151-1,650 ft²","$1,342/mo",14806 Stony Plain Rd NW,"Edmonton, AB","$14.00/sf/yr$1,342/mo",Tom Dean,https://www.spacelist.ca/listings/470788/ab/edmonton/for-lease/office-retail/14806_stony_plain_rd_nw
"1,640 ft²",Not available,10815 Jasper Avenue,"Edmonton, AB",Contact,Jorge Molina,https://www.spacelist.ca/listings/816724/ab/edmonton/for-sale/retail/10815_jasper_avenue
"637-1,827 ft²",Contact,6914 77 Street Northwest,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/769217/ab/edmonton/for-lease/retail/6914_77_street_northwest
"950-3,910 ft²",Contact,Lessard Road & 199 Street,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/796435/ab/edmonton/for-lease/retail/lessard_road_199_street
"800-6,100 ft²",Contact,10620 99 Avenue,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/773162/ab/edmonton/for-lease/retail/10620_99_avenue
"3,180 ft²",Contact,15420 Stony Plain Road,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/815983/ab/edmonton/for-lease/retail/15420_stony_plain_road
"946-2,476 ft²",Contact,8503 112 Street Northwest,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/815902/ab/edmonton/for-lease/retail/8503_112_street_northwest
"1,329 ft²",Contact,8708 109 Street Northwest,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/814996/ab/edmonton/for-lease/retail/8708_109_street_northwest
"8,257 ft²",Not available,10141 109 Street Northwest,"Edmonton, AB",Contact,MGH Retail,https://www.spacelist.ca/listings/813376/ab/edmonton/for-sale/retail/10141_109_street_northwest
"1,200-2,100 ft²",Contact,9915 Winterburn Road Northwest,"Edmonton, AB",ContactContact,MGH Retail,https://www.spacelist.ca/listings/715436/ab/edmonton/for-lease/retail/9915_winterburn_road_northwest
"2,346 ft²","$8,190/mo",3003 - 3017 66 St NW,"Edmonton, AB","$41.90/sf/yr$8,190/mo",Bliss Karmody,https://www.spacelist.ca/listings/401535/ab/edmonton/for-lease/office-retail-medical/3003-3017_66_st_nw
"13,667 ft²","$48,859/mo",3033 - 3017 66 St NW,"Edmonton, AB","$42.90/sf/yr$48,859/mo",Bliss Karmody,https://www.spacelist.ca/listings/803229/ab/edmonton/for-lease/office-retail-medical/3033-3017_66_st_nw
"3,284 ft²","$11,739/mo",3015 - 3017 66 St NW,"Edmonton, AB","$42.90/sf/yr$11,739/mo",Bliss Karmody,https://www.spacelist.ca/listings/803228/ab/edmonton/for-lease/office-retail-medical/3015-3017_66_st_nw
"2,133 ft²","$7,269/mo",212 - 3017 66 St NW,"Edmonton, AB","$40.90/sf/yr$7,269/mo",Bliss Karmody,https://www.spacelist.ca/listings/808726/ab/edmonton/for-lease/office-retail-medical/212-3017_66_st_nw
"2,447 ft²","$8,747/mo",3009 - 3017 66 St NW,"Edmonton, AB","$42.90/sf/yr$8,747/mo",Bliss Karmody,https://www.spacelist.ca/listings/803226/ab/edmonton/for-lease/office-retail-medical/3009-3017_66_st_nw
"4,362 ft²","$15,230/mo",215 - 3017 66 St NW,"Edmonton, AB","$41.90/sf/yr$15,230/mo",Bliss Karmody,https://www.spacelist.ca/listings/808727/ab/edmonton/for-lease/office-retail-medical/215-3017_66_st_nw
"1,144 ft²","$3,899/mo",210 - 3017 66 St NW,"Edmonton, AB","$40.90/sf/yr$3,899/mo",Bliss Karmody,https://www.spacelist.ca/listings/808725/ab/edmonton/for-lease/office-retail-medical/210-3017_66_st_nw
"2,615 ft²",Contact,110 - 9942 108 Street Northwest,"Edmonton, AB",ContactContact,Angela Wu-Kemp,https://www.spacelist.ca/listings/817997/ab/edmonton/for-lease/retail/110-9942_108_street_northwest
"1,060 ft²","$1,633/mo",103 - 8170 50 Street Northwest,"Edmonton, AB","$18.50/sf/yr$1,633/mo",Sam Singh,https://www.spacelist.ca/listings/812465/ab/edmonton/for-lease/office-retail-medical/103-8170_50_street_northwest
"1,500-5,346 ft²",Contact,Retail - 11808 St Albert Trl NW,"Edmonton, AB",ContactContact,Carter,https://www.spacelist.ca/listings/739176/ab/edmonton/for-lease/retail/retail-11808_st_albert_trl_nw
"1,425 ft²",Contact,15331 97 Street Northwest,"Edmonton, AB",ContactContact,Gur Dhaliwal,https://www.spacelist.ca/listings/723078/ab/edmonton/for-lease/retail/15331_97_street_northwest
970 ft²,Contact,15349 97 Street Northwest,"Edmonton, AB",ContactContact,Gur Dhaliwal,https://www.spacelist.ca/listings/809368/ab/edmonton/for-lease/retail/15349_97_street_northwest
711 ft²,"$2,297/mo",00221 - 10060 Jasper Avenue,"Edmonton, AB","$38.78/sf/yr$2,297/mo",Mike Verhoski,https://www.spacelist.ca/listings/585530/ab/edmonton/for-lease/retail/00221-10060_jasper_avenue
"2,346 ft²","$8,190/mo",BSMT01 - 3017 66 St NW,"Edmonton, AB","$41.90/sf/yr$8,190/mo",Bliss Karmody,https://www.spacelist.ca/listings/803225/ab/edmonton/for-lease/office-retail-medical/bsmt01-3017_66_st_nw
"1,901 ft²","$1,346/mo",104 - 11460 Jasper Avenue,"Edmonton, AB","$8.50/sf/yr$1,346/mo",Justin Sorensen,https://www.spacelist.ca/listings/493710/ab/edmonton/for-lease/retail/104-11460_jasper_avenue
"3,767 ft²",Not available,11929 129 Avenue Northwest,"Edmonton, AB","$1,008,000",Sergio Maione,https://www.spacelist.ca/listings/784875/ab/edmonton/for-sale/retail-multifamily/11929_129_avenue_northwest
"2,199 ft²",Contact,11205 - Jasper Ave,"Edmonton, AB",ContactContact,Crystal Berkvens CBC,https://www.spacelist.ca/listings/805060/ab/edmonton/for-lease/retail/11205-jasper_ave
931 ft²,"$1,819/mo",16627-83 ave - 16627 83 Avenue Northwest,"Edmonton, AB","$23.46/sf/yr$1,819/mo",catherine mcammond,https://www.spacelist.ca/listings/803689/ab/edmonton/for-lease/office-retail-medical/16627-83_ave-16627_83_avenue_northwest
"1,300-5,200 ft²","$1,950/mo",5704 104 Street Northwest,"Edmonton, AB","$18.00/sf/yr$1,950/mo",Justin Sorensen,https://www.spacelist.ca/listings/718232/ab/edmonton/for-lease/retail/5704_104_street_northwest
"1,564 ft²","$6,914/mo",101 - 5586 Windermere Boulevard,"Edmonton, AB","$53.05/sf/yr$6,914/mo",Marcus Schwabe,https://www.spacelist.ca/listings/785987/ab/edmonton/for-lease/office-retail/101-5586_windermere_boulevard
"3,600 ft²",Not available,10411 121 Avenue Northwest,"Edmonton, AB","$1,298,000",Kelly L Grant,https://www.spacelist.ca/listings/800050/ab/edmonton/for-sale/retail/10411_121_avenue_northwest
"1,297 ft²",Not available,10020 Jasper Ave NW,"Edmonton, AB","$749,998",Justin Sorensen,https://www.spacelist.ca/listings/582614/ab/edmonton/for-sale/office-retail-medical/10020_jasper_ave_nw
"2,407 ft²",Contact,11223 - Jasper Ave,"Edmonton, AB",ContactContact,Crystal Berkvens CBC,https://www.spacelist.ca/listings/805058/ab/edmonton/for-lease/retail-medical/11223-jasper_ave
"1,600 ft²","$3,732/mo",15220 Stony Plain Road,"Edmonton, AB","$28.00/sf/yr$3,732/mo",Moe Nashman,https://www.spacelist.ca/listings/773961/ab/edmonton/for-lease/retail/15220_stony_plain_road
"2,500 ft²",Contact,115 - 8170 50th Street,"Edmonton, AB",ContactContact,Sam Singh,https://www.spacelist.ca/listings/782383/ab/edmonton/for-lease/retail/115-8170_50th_street
"2,213 ft²","$6,269/mo",107 - 180 Mistatim Road Northwest,"Edmonton, AB","$34.00/sf/yr$6,269/mo",Joanna Lewis,https://www.spacelist.ca/listings/766299/ab/edmonton/for-lease/retail-medical/107-180_mistatim_road_northwest
"1,787 ft²","$3,722/mo",Unit 9 - 10957 124 Street,"Edmonton, AB","$25.00/sf/yr$3,722/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479446/ab/edmonton/for-lease/office-retail/unit_9-10957_124_street
"1,238 ft²","$3,095/mo",Unit 2 - 10957 124 Street,"Edmonton, AB","$30.00/sf/yr$3,095/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/737301/ab/edmonton/for-lease/office-retail/unit_2-10957_124_street
"6,222 ft²",Contact,0063 - 10020 100 Street Northwest,"Edmonton, AB",ContactContact,Marc Harden,https://www.spacelist.ca/listings/583550/ab/edmonton/for-lease/retail/0063-10020_100_street_northwest
"1,346 ft²","$2,635/mo",108 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,635/mo",Karen Chayka,https://www.spacelist.ca/listings/81664/ab/edmonton/for-lease/retail/108-16504_118_ave_nw
"1,927 ft²","$4,014/mo",Unit 14 - 10957 124 Street,"Edmonton, AB","$25.00/sf/yr$4,014/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479452/ab/edmonton/for-lease/office-retail/unit_14-10957_124_street
689 ft²,"$1,722/mo",Unit 3 - 10957 124 Street,"Edmonton, AB","$30.00/sf/yr$1,722/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479436/ab/edmonton/for-lease/office-retail/unit_3-10957_124_street
"3,972 ft²","$8,275/mo",Unit 13 - 10957 124 Street,"Edmonton, AB","$25.00/sf/yr$8,275/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479451/ab/edmonton/for-lease/office-retail/unit_13-10957_124_street
"1,496 ft²","$3,740/mo",Unit 8 - 10957 124 Street,"Edmonton, AB","$30.00/sf/yr$3,740/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479444/ab/edmonton/for-lease/office-retail/unit_8-10957_124_street
"1,658 ft²","$4,145/mo",Unit 7 - 10957 124 Street,"Edmonton, AB","$30.00/sf/yr$4,145/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479443/ab/edmonton/for-lease/office-retail/unit_7-10957_124_street
"1,432 ft²","$3,580/mo",Unit 1 - 10957 124 Street,"Edmonton, AB","$30.00/sf/yr$3,580/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/479428/ab/edmonton/for-lease/office-retail/unit_1-10957_124_street
692 ft²,Contact,0036 - 10020 100 Street Northwest,"Edmonton, AB",ContactContact,Marc Harden,https://www.spacelist.ca/listings/583546/ab/edmonton/for-lease/retail/0036-10020_100_street_northwest
"789-7,200 ft²",$789/mo,10505 114 Street Northwest,"Edmonton, AB",$12.00/sf/yr$789/mo,Justin Sorensen,https://www.spacelist.ca/listings/650595/ab/edmonton/for-lease/office-retail-other/10505_114_street_northwest
"1,006 ft²","$2,850/mo",Building 2 - Unit 10 - 12820 97 Street ...,"Edmonton, AB","$34.00/sf/yr$2,850/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/704789/ab/edmonton/for-lease/office-retail-medical/building_2-unit_10-12820_97_street_northwest
"1,191 ft²","$3,373/mo",Building 2 - Unit 11 - 12820 97 Street ...,"Edmonton, AB","$34.00/sf/yr$3,373/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/704803/ab/edmonton/for-lease/office-retail-medical/building_2-unit_11-12820_97_street_northwest
"1,205-5,440 ft²","$5,120-23,119/mo",Building 3 - Unit 16 - 12820 97 Street ...,"Edmonton, AB","$51.00/sf/yr$5,120-23,119/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/704998/ab/edmonton/for-lease/retail-medical/building_3-unit_16-12820_97_street_northwest
"2,400 ft²",Contact,Pad Site - 550 Hermitage Rd NW,"Edmonton, AB",ContactContact,Mahmud Rahman,https://www.spacelist.ca/listings/278663/ab/edmonton/for-lease/retail/pad_site-550_hermitage_rd_nw
"1,175 ft²",Contact,161 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795587/ab/edmonton/for-lease/retail/161-10155_102_street_northwest
"2,184 ft²",Contact,195 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795593/ab/edmonton/for-lease/retail/195-10155_102_street_northwest
"6,440 ft²",Contact,100 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795599/ab/edmonton/for-lease/retail/100-10155_102_street_northwest
"3,676 ft²",Contact,142 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795601/ab/edmonton/for-lease/retail/142-10155_102_street_northwest
"4,000 ft²",Contact,244 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795602/ab/edmonton/for-lease/retail/244-10155_102_street_northwest
216 ft²,Contact,276 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/809832/ab/edmonton/for-lease/retail/276-10155_102_street_northwest
"3,972 ft²",Not available,Unit 13 - 10957 124 Street,"Edmonton, AB","$1,918,548",Vincenzo Caputo,https://www.spacelist.ca/listings/479470/ab/edmonton/for-sale/office-retail/unit_13-10957_124_street
"1,238 ft²",Not available,Unit 2 - 10957 124 Street,"Edmonton, AB","$622,660",Vincenzo Caputo,https://www.spacelist.ca/listings/479455/ab/edmonton/for-sale/office-retail/unit_2-10957_124_street
689 ft²,Not available,Unit 3 - 10957 124 Street,"Edmonton, AB","$375,000",Vincenzo Caputo,https://www.spacelist.ca/listings/479456/ab/edmonton/for-sale/office-retail/unit_3-10957_124_street
"1,927 ft²",Not available,Unit 14 - 10957 124 Street,"Edmonton, AB","$933,658",Vincenzo Caputo,https://www.spacelist.ca/listings/479471/ab/edmonton/for-sale/office-retail/unit_14-10957_124_street
"3,277 ft²",Not available,10552 82 Avenue Northwest,"Edmonton, AB",Contact,David J. Olson,https://www.spacelist.ca/listings/818464/ab/edmonton/for-sale/retail/10552_82_avenue_northwest
"1,205-5,440 ft²","$4,618-20,852/mo",Building 3 - Unit 14 - 12820 97 Street ...,"Edmonton, AB","$46.00/sf/yr$4,618-20,852/mo",Vincenzo Caputo,https://www.spacelist.ca/listings/704818/ab/edmonton/for-lease/retail-medical/building_3-unit_14-12820_97_street_northwest
"1,538 ft²",Contact,220 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795588/ab/edmonton/for-lease/retail/220-10155_102_street_northwest
"1,490 ft²",Contact,248 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795592/ab/edmonton/for-lease/retail/248-10155_102_street_northwest
457 ft²,Contact,263 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795594/ab/edmonton/for-lease/retail/263-10155_102_street_northwest
"4,765 ft²",Contact,187 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/795600/ab/edmonton/for-lease/retail/187-10155_102_street_northwest
464 ft²,Contact,270 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Meghan Kinney,https://www.spacelist.ca/listings/809830/ab/edmonton/for-lease/retail/270-10155_102_street_northwest
464 ft²,Contact,270 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Meghan Kinney,https://www.spacelist.ca/listings/809831/ab/edmonton/for-lease/retail/270-10155_102_street_northwest
379 ft²,Contact,279 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/815614/ab/edmonton/for-lease/retail/279-10155_102_street_northwest
422 ft²,Contact,257 - 10155 102 Street Northwest,"Edmonton, AB",ContactContact,Albert Tai,https://www.spacelist.ca/listings/815615/ab/edmonton/for-lease/retail/257-10155_102_street_northwest
"1,496 ft²",Not available,Unit 8 - 10957 124 Street,"Edmonton, AB","$742,500",Vincenzo Caputo,https://www.spacelist.ca/listings/479463/ab/edmonton/for-sale/office-retail/unit_8-10957_124_street
"1,432 ft²",Not available,Unit 1 - 10957 124 Street,"Edmonton, AB","$732,640",Vincenzo Caputo,https://www.spacelist.ca/listings/479454/ab/edmonton/for-sale/office-retail/unit_1-10957_124_street
"1,787 ft²",Not available,Unit 9 - 10957 124 Street,"Edmonton, AB","$889,368",Vincenzo Caputo,https://www.spacelist.ca/listings/479464/ab/edmonton/for-sale/office-retail/unit_9-10957_124_street
"22,490 ft²",Not available,15840 111 Avenue Northwest,"Edmonton, AB","$2,720,000",Thomas Braun,https://www.spacelist.ca/listings/812231/ab/edmonton/for-sale/retail-industrial-other/15840_111_avenue_northwest
"1,367 ft²","$2,677/mo",105 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,677/mo",Karen Chayka,https://www.spacelist.ca/listings/83998/ab/edmonton/for-lease/retail/105-16504_118_ave_nw
"1,399 ft²","$2,739/mo",104 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,739/mo",Karen Chayka,https://www.spacelist.ca/listings/85798/ab/edmonton/for-lease/retail/104-16504_118_ave_nw
"1,367 ft²","$2,677/mo",107 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,677/mo",Karen Chayka,https://www.spacelist.ca/listings/81687/ab/edmonton/for-lease/retail/107-16504_118_ave_nw
"1,259 ft²","$2,465/mo",117 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,465/mo",Karen Chayka,https://www.spacelist.ca/listings/84004/ab/edmonton/for-lease/retail/117-16504_118_ave_nw
"6,985 ft²",Not available,6902/04/06 - 6902 82 Ave NW,"Edmonton, AB","$899,000",Karen Chayka,https://www.spacelist.ca/listings/782332/ab/edmonton/for-sale/office-retail-industrial/69020406-6902_82_ave_nw
"1,367 ft²","$2,677/mo",106 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,677/mo",Karen Chayka,https://www.spacelist.ca/listings/90357/ab/edmonton/for-lease/retail/106-16504_118_ave_nw
"1,367 ft²","$2,677/mo",116 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,677/mo",Karen Chayka,https://www.spacelist.ca/listings/79681/ab/edmonton/for-lease/retail/116-16504_118_ave_nw
"1,367 ft²","$2,677/mo",103 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,677/mo",Karen Chayka,https://www.spacelist.ca/listings/84011/ab/edmonton/for-lease/retail/103-16504_118_ave_nw
"1,367 ft²","$2,677/mo",115 - 16504 118 Ave NW,"Edmonton, AB","$23.50/sf/yr$2,677/mo",Karen Chayka,https://www.spacelist.ca/listings/83996/ab/edmonton/for-lease/retail/115-16504_118_ave_nw
850 ft²,"$1,416/mo",125 - 8170 50 Street Northwest,"Edmonton, AB","$20.00/sf/yr$1,416/mo",Sam Singh,https://www.spacelist.ca/listings/812631/ab/edmonton/for-lease/retail/125-8170_50_street_northwest
"2,000 ft²",Contact,11516 Jasper Avenue,"Edmonton, AB",ContactContact,Justin Sorensen,https://www.spacelist.ca/listings/318142/ab/edmonton/for-lease/retail-medical/11516_jasper_avenue
"1,711 ft²",Not available,Building 2 - Unit 13 - 12820 97 Street ...,"Edmonton, AB","$676,665",Vincenzo Caputo,https://www.spacelist.ca/listings/704806/ab/edmonton/for-sale/office-retail-medical/building_2-unit_13-12820_97_street_northwest
"6,809 ft²",Not available,10619 102 Avenue,"Edmonton, AB","$1,850,000",Justin Sorensen,https://www.spacelist.ca/listings/795461/ab/edmonton/for-sale/office-retail/10619_102_avenue
"2,317 ft²",Contact,Unit 4724 - 4600 99 Street Northwest,"Edmonton, AB",ContactContact,Darcie Brown,https://www.spacelist.ca/listings/500590/ab/edmonton/for-lease/retail-industrial/unit_4724-4600_99_street_northwest
"2,000 ft²","$4,250/mo",7603 50 Street Northwest,"Edmonton, AB","$25.50/sf/yr$4,250/mo",Dave Quest,https://www.spacelist.ca/listings/551534/ab/edmonton/for-lease/office-retail/7603_50_street_northwest
