Area,Price per Month,Address,City,Price,Name,contact_details
"7,742 ft²",Contact,1800 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/780598/on/toronto/for-lease/office/806-5075_yonge_street
832 ft²,Contact,710 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Cameron Mitchell,https://www.spacelist.ca/listings/794496/on/toronto/for-lease/office/5350-100_king_street_west
"5,083 ft²",Contact,801 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/731625/on/toronto/for-sale/office/505-2347_kennedy_road
"1,468 ft²",Contact,1917 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/582841/on/toronto/for-lease/office/310320-6_adelaide_street_east
"7,738 ft²",Contact,2000 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/582843/on/toronto/for-lease/office/330-6_adelaide_street_east
"2,758 ft²",Contact,1602 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/582844/on/toronto/for-lease/office/400-6_adelaide_street_east
"15,089 ft²",Contact,1100 - 789 Don Mills Road,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/582845/on/toronto/for-lease/office/220-6_adelaide_street_east
"1,921 ft²",Contact,208 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705801/on/toronto/for-lease/office/208-789_don_mills_road
"5,686 ft²",Contact,305 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705802/on/toronto/for-lease/office/305-789_don_mills_road
"15,096 ft²",Contact,1200 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705804/on/toronto/for-lease/office/1200-789_don_mills_road
"3,406 ft²",Contact,200 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705806/on/toronto/for-lease/office/200-789_don_mills_road
"3,563 ft²",Contact,502 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705809/on/toronto/for-lease/office/502-789_don_mills_road
"2,647 ft²",Contact,310 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705812/on/toronto/for-lease/office/310-789_don_mills_road
"3,169 ft²",Contact,218 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705814/on/toronto/for-lease/office/218-789_don_mills_road
"2,942 ft²",Contact,201 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/783422/on/toronto/for-lease/office/201-789_don_mills_road
"3,577 ft²",Contact,400 - 3250 Bloor Street West,"Toronto, ON",ContactContact,Craig Trenholm,https://www.spacelist.ca/listings/520591/on/toronto/for-lease/office/400-3250_bloor_street_west
"17,071 ft²",Contact,1300 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/341356/on/toronto/for-lease/office/1300-175_bloor_street_east
"17,295 ft²",Contact,700 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/778021/on/toronto/for-lease/office/700-175_bloor_street_east
"15,932 ft²",Contact,1500 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/778022/on/toronto/for-lease/office/1500-175_bloor_street_east
"7,931 ft²",Contact,800 - 1120 Finch Avenue West,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/321643/on/toronto/for-lease/office/800-1120_finch_avenue_west
"6,937 ft²",Contact,700 - 1120 Finch Avenue West,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/321645/on/toronto/for-lease/office/700-1120_finch_avenue_west
"2,749 ft²",Contact,507 - 1120 Finch Avenue West,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/789215/on/toronto/for-lease/office/507-1120_finch_avenue_west
"1,524 ft²",Contact,609 - 1120 Finch Avenue West,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/798420/on/toronto/for-lease/office/609-1120_finch_avenue_west
"1,811 ft²",Contact,500 - 152 King Street East,"Toronto, ON",ContactContact,Riley Littlejohn,https://www.spacelist.ca/listings/772380/on/toronto/for-lease/office/500-152_king_street_east
"1,818 ft²",Contact,300 - 924 The East Mall,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/689800/on/toronto/for-lease/office/300-924_the_east_mall
"1,086 ft²",Contact,603 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/511187/on/toronto/for-lease/office/603-4576_yonge_street
"3,387 ft²",Contact,510 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/642887/on/toronto/for-lease/office/510-4576_yonge_street
"2,038 ft²",Contact,702 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/677791/on/toronto/for-lease/office/702-4576_yonge_street
"1,538 ft²",Contact,604 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/748563/on/toronto/for-lease/office/604-4576_yonge_street
"24,226 ft²",Contact,1200 - 2 Queen Street East,"Toronto, ON",ContactContact,Julian Brandon,https://www.spacelist.ca/listings/441502/on/toronto/for-lease/office/1200-2_queen_street_east
"3,900 ft²","$8,287/mo",200 - 100 Cowdray Ct,"Toronto, ON","$25.50/sf/yr$8,287/mo",Jessica Tasker,https://www.spacelist.ca/listings/178240/on/toronto/for-lease/office/200-100_cowdray_ct
952 ft²,Contact,808 - 130 Spadina Ave,"Toronto, ON",ContactContact,Honor Sewell,https://www.spacelist.ca/listings/484238/on/toronto/for-lease/office/808-130_spadina_ave
"1,922 ft²","$8,128/mo",400 - 477 Richmond St W,"Toronto, ON","$50.75/sf/yr$8,128/mo",Taylor Tobiason,https://www.spacelist.ca/listings/631615/on/toronto/for-lease/office/400-477_richmond_st_w
"3,929 ft²",Contact,2602 - 2 Bloor Street West,"Toronto, ON",ContactContact,Tracy Macdonald,https://www.spacelist.ca/listings/783180/on/toronto/for-lease/office/2602-2_bloor_street_west
"2,796 ft²",Contact,902 - 119 Spadina Avenue,"Toronto, ON",ContactContact,Honor Sewell,https://www.spacelist.ca/listings/741527/on/toronto/for-lease/office/902-119_spadina_avenue
"1,150 ft²",Contact,204 - 2 Pardee Avenue,"Toronto, ON",ContactContact,Honor Sewell,https://www.spacelist.ca/listings/741566/on/toronto/for-lease/office/204-2_pardee_avenue
162 ft²,"$3,758/mo",Private office for 3 persons - 320 Bay St,"Toronto, ON","$278.37/sf/yr$3,758/mo",Regus,https://www.spacelist.ca/listings/630345/on/toronto/for-lease/office/private_office_for_3_persons-320_bay_st
484 ft²,"$6,808/mo",Open plan office space for + 10 people - ...,"Toronto, ON","$168.79/sf/yr$6,808/mo",Regus,https://www.spacelist.ca/listings/630348/on/toronto/for-lease/office/open_plan_office_space_for_10_people-320_bay_st
323 ft²,"$6,808/mo",Private office for 5 persons - 320 Bay St,"Toronto, ON","$252.93/sf/yr$6,808/mo",Regus,https://www.spacelist.ca/listings/630347/on/toronto/for-lease/office/private_office_for_5_persons-320_bay_st
"1,224 ft²","$4,722/mo",LL - 132 Jarvis St,"Toronto, ON","$46.30/sf/yr$4,722/mo",Sean Boyle,https://www.spacelist.ca/listings/794171/on/toronto/for-lease/office/ll-132_jarvis_st
"24,332 ft²","$25,852/mo",300 - 2206 Eglinton Avenue East,"Toronto, ON","$12.75/sf/yr$25,852/mo",Gary L. Williamson,https://www.spacelist.ca/listings/815989/on/toronto/for-lease/office/300-2206_eglinton_avenue_east
800 ft²,Not available,4 Person Offices - 250 University Avenue,"Toronto, ON","$2,430/mo",iQ Offices Sales,https://www.spacelist.ca/listings/555687/on/toronto/for-lease/office/4_person_offices-250_university_avenue
"4,673 ft²",Contact,612 - 214 King Street West,"Toronto, ON",ContactContact,Taylor Tobiason,https://www.spacelist.ca/listings/631592/on/toronto/for-lease/office/612-214_king_street_west
"16,754 ft²","$34,513/mo",Units 1-2 - 465 Milner Avenue,"Toronto, ON","$24.72/sf/yr$34,513/mo",Shannon King,https://www.spacelist.ca/listings/812018/on/toronto/for-lease/industrial/units_1-2-465_milner_avenue
"16,268 ft²",Contact,200 - 30 Adelaide Street East,"Toronto, ON",ContactContact,Cameron Mitchell,https://www.spacelist.ca/listings/542926/on/toronto/for-lease/office/200-30_adelaide_street_east
"16,626 ft²",Contact,200 - 2235 Sheppard Avenue East,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/369557/on/toronto/for-lease/office/200-2235_sheppard_avenue_east
"21,232 ft²",Contact,300 - 2235 Sheppard Avenue East,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/369558/on/toronto/for-lease/office/300-2235_sheppard_avenue_east
"15,932 ft²",Contact,1400 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/778023/on/toronto/for-lease/office/1400-175_bloor_street_east
"15,932 ft²",Contact,1600 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/778024/on/toronto/for-lease/office/1600-175_bloor_street_east
"15,932 ft²",Contact,1700 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/778025/on/toronto/for-lease/office/1700-175_bloor_street_east
"9,918 ft²",Contact,900 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/793429/on/toronto/for-lease/office/900-175_bloor_street_east
"21,047 ft²",Contact,1100 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/793430/on/toronto/for-lease/office/1100-175_bloor_street_east
"21,029 ft²",Contact,1200 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/799616/on/toronto/for-lease/office/1200-175_bloor_street_east
"3,834 ft²",Contact,603 - 175 Bloor Street East,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/808341/on/toronto/for-lease/office/603-175_bloor_street_east
"2,000 ft²",Contact,100 - 932 The East Mall,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/321607/on/toronto/for-lease/office/100-932_the_east_mall
"1,775 ft²",Contact,100 - 924 The East Mall,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/689798/on/toronto/for-lease/office/100-924_the_east_mall
"1,797 ft²",Contact,200 - 924 The East Mall,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/689799/on/toronto/for-lease/office/200-924_the_east_mall
"3,889 ft²",Contact,400 - 152 King Street East,"Toronto, ON",ContactContact,Riley Littlejohn,https://www.spacelist.ca/listings/772379/on/toronto/for-lease/office/400-152_king_street_east
"1,569 ft²",Contact,400 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/511185/on/toronto/for-lease/office/400-4576_yonge_street
"1,044 ft²",Contact,605 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/678637/on/toronto/for-lease/office/605-4576_yonge_street
949 ft²,Contact,230 - 6 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/582839/on/toronto/for-lease/office/230-6_adelaide_street_east
"2,160 ft²",Contact,420 - 6 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/697219/on/toronto/for-lease/office/420-6_adelaide_street_east
720 ft²,Contact,350 - 6 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/782683/on/toronto/for-lease/office/350-6_adelaide_street_east
"26,300 ft²",Contact,700 - 393 University Avenue,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817344/on/toronto/for-lease/office/700-393_university_avenue
"23,686 ft²",Contact,900 - 393 University Avenue,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817346/on/toronto/for-lease/office/900-393_university_avenue
"23,847 ft²",Contact,1000 - 393 University Avenue,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817347/on/toronto/for-lease/office/1000-393_university_avenue
"4,129 ft²",Contact,900 - 5075 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/511188/on/toronto/for-lease/office/900-5075_yonge_street
"20,073 ft²",Contact,400 - 55 Bloor Street West,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/677792/on/toronto/for-lease/office/400-5075_yonge_street
"24,964 ft²",Contact,500 - 55 Bloor Street West,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817353/on/toronto/for-lease/office/501-375_university_avenue
"29,162 ft²",Contact,600 - 55 Bloor Street West,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817354/on/toronto/for-lease/office/301-375_university_avenue
"29,116 ft²",Contact,700 - 55 Bloor Street West,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817355/on/toronto/for-lease/office/601-375_university_avenue
"28,814 ft²",Contact,800 - 55 Bloor Street West,"Toronto, ON",ContactContact,Matthew Mctavish,https://www.spacelist.ca/listings/817352/on/toronto/for-lease/office/500-625_church_street
"28,807 ft²",Contact,1100 - 55 Bloor Street West,"Toronto, ON",ContactContact,Stu Elder,https://www.spacelist.ca/listings/799664/on/toronto/for-lease/office/222-222_islington_avenue
"11,595 ft²",Contact,700 - 20 Richmond Street East,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/784651/on/toronto/for-lease/office/310-3381_steeles_avenue_east
"17,606 ft²",Contact,301 - 245 Consumers Road,"Toronto, ON",ContactContact,Lauren Luchini,https://www.spacelist.ca/listings/799139/on/toronto/for-lease/office/111-360_dufferin_street
"8,000-16,087 ft²",Contact,800 - 1 Yonge Street,"Toronto, ON",ContactContact,Lauren Luchini,https://www.spacelist.ca/listings/799140/on/toronto/for-lease/office/203_204-360_dufferin_street
"1,156 ft²",Contact,1315 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Lauren Luchini,https://www.spacelist.ca/listings/815972/on/toronto/for-lease/office/301-360_dufferin_street
"2,331 ft²",Contact,502 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Greg Racic,https://www.spacelist.ca/listings/741261/on/toronto/for-lease/office/500-3550_victoria_park_avenue
"1,572 ft²",Contact,720 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Bryon Breau,https://www.spacelist.ca/listings/583623/on/toronto/for-lease/retail/f02b-2_bloor_street_west
378 ft²,Contact,1514 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Carmen Siegel,https://www.spacelist.ca/listings/813215/on/toronto/for-lease/retail/100-260_richmond_street_east
"1,145 ft²",Contact,820 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Cameron Mitchell,https://www.spacelist.ca/listings/795552/on/toronto/for-lease/office/402-225_richmond_street_west
"1,182 ft²",Contact,1310 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Lee Billinkoff,https://www.spacelist.ca/listings/321333/on/toronto/for-lease/office/floor_46-141_bay_street
733 ft²,Contact,1519 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Lee Billinkoff,https://www.spacelist.ca/listings/321344/on/toronto/for-lease/office/floor_47-141_bay_street
"2,615 ft²",Contact,1100 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Lee Billinkoff,https://www.spacelist.ca/listings/321345/on/toronto/for-lease/office/floor_48-141_bay_street
736 ft²,Contact,1020 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Lee Billinkoff,https://www.spacelist.ca/listings/321346/on/toronto/for-lease/office/floor_49-141_bay_street
"15,932 ft²",Contact,1400 - 175 Bloor Street East,"Toronto, ON",ContactContact,Lee Billinkoff,https://www.spacelist.ca/listings/321348/on/toronto/for-lease/office/floor_50-141_bay_street
"15,932 ft²",Contact,1600 - 175 Bloor Street East,"Toronto, ON",ContactContact,Lee Billinkoff,https://www.spacelist.ca/listings/321363/on/toronto/for-lease/office/floor_32-141_bay_street
"32,994 ft²",Contact,Floor: 35 - 141 Bay Street,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/778025/on/toronto/for-lease/office/1700-175_bloor_street_east
"33,872 ft²",Contact,Floor: 43 - 141 Bay Street,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/793429/on/toronto/for-lease/office/900-175_bloor_street_east
"33,960 ft²",Contact,Floor: 44 - 141 Bay Street,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/793430/on/toronto/for-lease/office/1100-175_bloor_street_east
"33,872 ft²",Contact,Floor: 45 - 141 Bay Street,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/799616/on/toronto/for-lease/office/1200-175_bloor_street_east
"33,063 ft²",Contact,Floor: 39 - 141 Bay Street,"Toronto, ON",ContactContact,Eric Shaw,https://www.spacelist.ca/listings/808341/on/toronto/for-lease/office/603-175_bloor_street_east
"5,000-31,983 ft²",Contact,Floor: 30 - 141 Bay Street,"Toronto, ON",ContactContact,Cameron Mitchell,https://www.spacelist.ca/listings/785953/on/toronto/for-lease/office/400-425_adelaide_street_west
"1,537-3,331 ft²",Contact,1-2 - 95 King Street East,"Toronto, ON",ContactContact,Cameron Mitchell,https://www.spacelist.ca/listings/785954/on/toronto/for-lease/office/300-425_adelaide_street_west
"570-3,842 ft²",Contact,200-203 - 95 King Street East,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/321641/on/toronto/for-lease/office/102-1120_finch_avenue_west
"16,434 ft²",Contact,400 - 41 Alma Avenue,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/321642/on/toronto/for-lease/office/400-1120_finch_avenue_west
"10,920 ft²",Contact,200 - 41 Alma Avenue,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/321644/on/toronto/for-lease/office/305-1120_finch_avenue_west
579 ft²,Contact,005 - 700 Bay Street,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/802538/on/toronto/for-lease/office/205-1120_finch_avenue_west
"4,678 ft²",Contact,1800 - 372 Bay Street,"Toronto, ON",ContactContact,Zarko Stojanovic,https://www.spacelist.ca/listings/815767/on/toronto/for-lease/office/306-1120_finch_avenue_west
605 ft²,Contact,401 - 372 Bay Street,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/321607/on/toronto/for-lease/office/100-932_the_east_mall
"2,586 ft²",Contact,1200 - 372 Bay Street,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/689798/on/toronto/for-lease/office/100-924_the_east_mall
"15,543 ft²",Contact,300 - 55 Bloor Street West,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/689799/on/toronto/for-lease/office/200-924_the_east_mall
"20,073 ft²",Contact,400 - 55 Bloor Street West,"Toronto, ON",ContactContact,Riley Littlejohn,https://www.spacelist.ca/listings/772379/on/toronto/for-lease/office/400-152_king_street_east
"24,964 ft²",Contact,500 - 55 Bloor Street West,"Toronto, ON",ContactContact,Brian Opoku-Serebour,https://www.spacelist.ca/listings/809355/on/toronto/for-lease/office/801-184_front_street_east
"29,162 ft²",Contact,600 - 55 Bloor Street West,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/340596/on/toronto/for-lease/office/101-910_the_east_mall
"29,116 ft²",Contact,700 - 55 Bloor Street West,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/340598/on/toronto/for-lease/office/204-910_the_east_mall
"28,814 ft²",Contact,800 - 55 Bloor Street West,"Toronto, ON",ContactContact,Brandon Garrett,https://www.spacelist.ca/listings/340599/on/toronto/for-lease/office/305-910_the_east_mall
"28,807 ft²",Contact,1100 - 55 Bloor Street West,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/817063/on/toronto/for-lease/office/1100-55_bloor_street_west
"11,595 ft²",Contact,700 - 20 Richmond Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/400773/on/toronto/for-lease/office/700-20_richmond_street_east
"17,606 ft²",Contact,301 - 245 Consumers Road,"Toronto, ON",ContactContact,Derek Woodburn,https://www.spacelist.ca/listings/530382/on/toronto/for-lease/office/301-245_consumers_road
"8,000-16,087 ft²",Contact,800 - 1 Yonge Street,"Toronto, ON",ContactContact,James Littlejohn,https://www.spacelist.ca/listings/321564/on/toronto/for-lease/office/800-1_yonge_street
"1,156 ft²",Contact,1315 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/321398/on/toronto/for-lease/office/1315-25_adelaide_street_east
"2,331 ft²",Contact,502 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/321562/on/toronto/for-lease/office/502-25_adelaide_street_east
"1,572 ft²",Contact,720 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/492883/on/toronto/for-lease/office/720-25_adelaide_street_east
378 ft²,Contact,1514 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/729457/on/toronto/for-lease/office/1514-25_adelaide_street_east
"1,145 ft²",Contact,820 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/740302/on/toronto/for-lease/office/820-25_adelaide_street_east
"1,182 ft²",Contact,1310 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/740303/on/toronto/for-lease/office/1310-25_adelaide_street_east
733 ft²,Contact,1519 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/774950/on/toronto/for-lease/office/1519-25_adelaide_street_east
"2,615 ft²",Contact,1100 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/790128/on/toronto/for-lease/office/1100-25_adelaide_street_east
736 ft²,Contact,1020 - 25 Adelaide Street East,"Toronto, ON",ContactContact,Clarke Struthers,https://www.spacelist.ca/listings/796478/on/toronto/for-lease/office/1020-25_adelaide_street_east
"3,452 ft²",Contact,614 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705808/on/toronto/for-lease/office/614-789_don_mills_road
"3,816 ft²",Contact,608 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705810/on/toronto/for-lease/office/608-789_don_mills_road
"4,254 ft²",Contact,703 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705811/on/toronto/for-lease/office/703-789_don_mills_road
"2,092 ft²",Contact,402 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705815/on/toronto/for-lease/office/402-789_don_mills_road
"3,360 ft²",Contact,702 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705816/on/toronto/for-lease/office/702-789_don_mills_road
"1,669 ft²",Contact,401 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/720421/on/toronto/for-lease/office/401-789_don_mills_road
"2,787 ft²",Contact,301 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/783423/on/toronto/for-lease/office/301-789_don_mills_road
"4,254 ft²",Contact,703 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705811/on/toronto/for-lease/office/703-789_don_mills_road
"2,092 ft²",Contact,402 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705815/on/toronto/for-lease/office/402-789_don_mills_road
"3,360 ft²",Contact,702 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/705816/on/toronto/for-lease/office/702-789_don_mills_road
"1,669 ft²",Contact,401 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/720421/on/toronto/for-lease/office/401-789_don_mills_road
"2,787 ft²",Contact,301 - 789 Don Mills Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/783423/on/toronto/for-lease/office/301-789_don_mills_road
"1,569 ft²",Contact,400 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/511185/on/toronto/for-lease/office/400-4576_yonge_street
"1,044 ft²",Contact,605 - 4576 Yonge Street,"Toronto, ON",ContactContact,Ken Karulas,https://www.spacelist.ca/listings/678637/on/toronto/for-lease/office/605-4576_yonge_street
"5,523 ft²",Contact,505 - 2347 Kennedy Road,"Toronto, ON",ContactContact,Mike Brown,https://www.spacelist.ca/listings/474371/on/toronto/for-lease/office/505-2347_kennedy_road
949 ft²,Contact,230 - 6 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/582839/on/toronto/for-lease/office/230-6_adelaide_street_east
"2,160 ft²",Contact,420 - 6 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/697219/on/toronto/for-lease/office/420-6_adelaide_street_east
720 ft²,Contact,350 - 6 Adelaide Street East,"Toronto, ON",ContactContact,Brendan Shea,https://www.spacelist.ca/listings/782683/on/toronto/for-lease/office/350-6_adelaide_street_east
485 ft²,Contact,111 - 360 Dufferin Street,"Toronto, ON",ContactContact,Lauren Luchini,https://www.spacelist.ca/listings/799139/on/toronto/for-lease/office/111-360_dufferin_street
"1,646 ft²",Contact,203 & 204 - 360 Dufferin Street,"Toronto, ON",ContactContact,Lauren Luchini,https://www.spacelist.ca/listings/799140/on/toronto/for-lease/office/203_204-360_dufferin_street
"2,753 ft²",Contact,301 - 360 Dufferin Street,"Toronto, ON",ContactContact,Lauren Luchini,https://www.spacelist.ca/listings/815972/on/toronto/for-lease/office/301-360_dufferin_street
"14,372 ft²",Contact,500 - 3550 Victoria Park Avenue,"Toronto, ON",ContactContact,Greg Racic,https://www.spacelist.ca/listings/741261/on/toronto/for-lease/office/500-3550_victoria_park_avenue
"70,790 ft²",Contact,400 - 8 Spadina Avenue,"Toronto, ON",ContactContact,Michael Scace,https://www.spacelist.ca/listings/794520/on/toronto/for-lease/office/400-8_spadina_avenue
"30,067 ft²",Contact,900 - 8 Spadina Avenue,"Toronto, ON",ContactContact,Michael Scace,https://www.spacelist.ca/listings/794524/on/toronto/for-lease/office/900-8_spadina_avenue
"29,048 ft²",Contact,400 - 100 Queens Quay East,"Toronto, ON",ContactContact,Andrew Boutilier,https://www.spacelist.ca/listings/701550/on/toronto/for-lease/office/400-100_queens_quay_east
283 ft²,Contact,F02B - 2 Bloor Street West,"Toronto, ON",ContactContact,Bryon Breau,https://www.spacelist.ca/listings/583623/on/toronto/for-lease/retail/f02b-2_bloor_street_west
