Area,Price per Month,Address,City,Price,Name,contact_details
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON",$802/mo,Regus,https://www.spacelist.ca/listings/282724/on/toronto/for-lease/office/private_office_space_for_3_persons_in_university_dundas-439_university_ave
280 ft²,Not available,201 - 410 Adelaide St W,"Toronto, ON","$6,000/mo",Verkspace,https://www.spacelist.ca/listings/337678/on/toronto/for-lease/office/201-410_adelaide_st_w
155 ft²,Not available,206 - 410 Adelaide St W,"Toronto, ON","$3,500/mo",Verkspace,https://www.spacelist.ca/listings/337692/on/toronto/for-lease/office/206-410_adelaide_st_w
125 ft²,Not available,207 - 410 Adelaide St W,"Toronto, ON","$3,500/mo",Verkspace,https://www.spacelist.ca/listings/337693/on/toronto/for-lease/office/207-410_adelaide_st_w
100 ft²,Not available,208 - 410 Adelaide St W,"Toronto, ON","$1,400/mo",Verkspace,https://www.spacelist.ca/listings/337695/on/toronto/for-lease/office/208-410_adelaide_st_w
108 ft²,Not available,Find office space in Toronto Street for 2 ...,"Toronto, ON",$585/mo,Regus,https://www.spacelist.ca/listings/468924/on/toronto/for-lease/office/find_office_space_in_toronto_street_for_2_persons_with_everything_taken_care_of-36_toronto_st
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,595/mo",Regus,https://www.spacelist.ca/listings/468925/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_toronto_street-36_toronto_st
108 ft²,Not available,Professional office space in Toronto ...,"Toronto, ON","$1,085/mo",Regus,https://www.spacelist.ca/listings/468929/on/toronto/for-lease/office/professional_office_space_in_toronto_yorkville_on_fully_flexible_terms-1235_bay_st
108 ft²,Not available,Private office space for 2 persons in ...,"Toronto, ON",$670/mo,Regus,https://www.spacelist.ca/listings/468939/on/toronto/for-lease/office/private_office_space_for_2_persons_in_university_dundas-439_university_ave
215 ft²,Not available,Fully serviced private office space for ...,"Toronto, ON","$1,538/mo",Regus,https://www.spacelist.ca/listings/468940/on/toronto/for-lease/office/fully_serviced_private_office_space_for_you_and_your_team_in_university_dundas-439_university_ave
108 ft²,Not available,Fully serviced private office space for ...,"Toronto, ON",$537/mo,Regus,https://www.spacelist.ca/listings/469536/on/toronto/for-lease/office/fully_serviced_private_office_space_for_you_and_your_team_in_yonge_shuter-229_yonge_st
215 ft²,Not available,Private office space for 4 persons in ...,"Toronto, ON","$1,812/mo",Regus,https://www.spacelist.ca/listings/469554/on/toronto/for-lease/office/private_office_space_for_4_persons_in_yonge_and_richmond_centre-151_yonge_st
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,406/mo",Regus,https://www.spacelist.ca/listings/460534/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_davisville_centre-1920_yonge_st
484 ft²,Not available,Book open plan office space for ...,"Toronto, ON","$4,636/mo",Regus,https://www.spacelist.ca/listings/460535/on/toronto/for-lease/office/book_open_plan_office_space_for_businesses_of_all_sizes_in_davisville_centre-1920_yonge_st
108 ft²,Not available,Private office space for 2 persons in ...,"Toronto, ON",$783/mo,Regus,https://www.spacelist.ca/listings/460558/on/toronto/for-lease/office/private_office_space_for_2_persons_in_eaton_centre-1_dundas_st_w
215 ft²,Not available,Private office space for 4 persons in ...,"Toronto, ON","$1,766/mo",Regus,https://www.spacelist.ca/listings/460646/on/toronto/for-lease/office/private_office_space_for_4_persons_in_islington_station-3250_bloor_st_w
108 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON",$575/mo,Regus,https://www.spacelist.ca/listings/466118/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_2_persons_in_liberty_village-60_atlantic_ave
215 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$2,360/mo",Regus,https://www.spacelist.ca/listings/466163/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_4_persons_in_liberty_village-60_atlantic_ave
108 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,199/mo",Regus,https://www.spacelist.ca/listings/466852/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_2_persons_in_parkway_place-251_consumers_rd
108 ft²,Not available,Fully serviced private office space for ...,"Toronto, ON",$613/mo,Regus,https://www.spacelist.ca/listings/459474/on/toronto/for-lease/office/fully_serviced_private_office_space_for_you_and_your_team_in_bloor_and_yonge-2_bloor_st_west
484 ft²,Not available,Fully serviced open plan office space for ...,"Toronto, ON","$5,902/mo",Regus,https://www.spacelist.ca/listings/459476/on/toronto/for-lease/office/fully_serviced_open_plan_office_space_for_you_and_your_team_in_bloor_and_yonge-2_bloor_st_west
215 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$2,247/mo",Regus,https://www.spacelist.ca/listings/459486/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_4_persons_in_brookfield_place-161_bay_st
484 ft²,Not available,Open plan office space for 10 persons in ...,"Toronto, ON","$6,223/mo",Regus,https://www.spacelist.ca/listings/459487/on/toronto/for-lease/office/open_plan_office_space_for_10_persons_in_brookfield_place-161_bay_st
86 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON",$688/mo,Regus,https://www.spacelist.ca/listings/280183/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_1_persons_in_first_canadian_place-100_king_st_w
323 ft²,Not available,Fully serviced private office space for ...,"Toronto, ON","$2,473/mo",Regus,https://www.spacelist.ca/listings/280185/on/toronto/for-lease/office/fully_serviced_private_office_space_for_you_and_your_team_in_first_canadian_place-100_king_st_w
86 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON",$688/mo,Regus,https://www.spacelist.ca/listings/283952/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_1_persons_in_waterpark_place-88_queens_quay_w
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON","$1,132/mo",Regus,https://www.spacelist.ca/listings/283953/on/toronto/for-lease/office/private_office_space_for_3_persons_in_waterpark_place-88_queens_quay_w
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$2,077/mo",Regus,https://www.spacelist.ca/listings/468965/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_waterpark_place-88_queens_quay_w
484 ft²,Not available,Book open plan office space for ...,"Toronto, ON","$9,198/mo",Regus,https://www.spacelist.ca/listings/468966/on/toronto/for-lease/office/book_open_plan_office_space_for_businesses_of_all_sizes_in_waterpark_place-88_queens_quay_w
"11,947 ft²",Contact,80 Bloor Street West,"Toronto, ON",ContactContact,Rob Renaud,https://www.spacelist.ca/listings/732524/on/toronto/for-lease/office/80_bloor_street_west
"6,500 ft²","$47,100/mo",600 - 45 Goldthorne Avenue,"Toronto, ON","$86.95/sf/yr$47,100/mo",Ramit Kar,https://www.spacelist.ca/listings/801198/on/toronto/for-lease/industrial/600-45_goldthorne_avenue
86 ft²,Not available,Private office space for 1 persons in ...,"Toronto, ON",$481/mo,Regus,https://www.spacelist.ca/listings/283228/on/toronto/for-lease/office/private_office_space_for_1_persons_in_liberty_village-60_atlantic_ave
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON",$943/mo,Regus,https://www.spacelist.ca/listings/283229/on/toronto/for-lease/office/private_office_space_for_3_persons_in_liberty_village-60_atlantic_ave
86 ft²,Not available,Professional office space in Eaton Centre ...,"Toronto, ON",$594/mo,Regus,https://www.spacelist.ca/listings/280067/on/toronto/for-lease/office/professional_office_space_in_eaton_centre_on_fully_flexible_terms-1_dundas_st_w
323 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$2,011/mo",Regus,https://www.spacelist.ca/listings/280069/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_eaton_centre-1_dundas_st_w
"1,076 ft²",Not available,Open plan office space for 15 persons in ...,"Toronto, ON","$5,987/mo",Regus,https://www.spacelist.ca/listings/280070/on/toronto/for-lease/office/open_plan_office_space_for_15_persons_in_eaton_centre-1_dundas_st_w
86 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,443/mo",Regus,https://www.spacelist.ca/listings/280118/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_10_milner_business_court-10_milner_business_ct
"1,076 ft²",Not available,Book open plan office space for ...,"Toronto, ON","$5,177/mo",Regus,https://www.spacelist.ca/listings/280121/on/toronto/for-lease/office/book_open_plan_office_space_for_businesses_of_all_sizes_in_10_milner_business_court-10_milner_business_ct
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON","$1,076/mo",Regus,https://www.spacelist.ca/listings/280519/on/toronto/for-lease/office/private_office_space_for_3_persons_in_queen_richmond_centre-111_queen_st_e
"1,076 ft²",Not available,Fully serviced open plan office space for ...,"Toronto, ON","$7,951/mo",Regus,https://www.spacelist.ca/listings/280521/on/toronto/for-lease/office/fully_serviced_open_plan_office_space_for_you_and_your_team_in_queen_richmond_centre-111_queen_st_e
323 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$2,719/mo",Regus,https://www.spacelist.ca/listings/280739/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_toronto_yorkville-1235_bay_st
86 ft²,Not available,Private office space tailored to your ...,"Toronto, ON",$906/mo,Regus,https://www.spacelist.ca/listings/281039/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_yonge_and_richmond_centre-151_yonge_st
"1,076 ft²",Not available,Fully serviced open plan office space for ...,"Toronto, ON","$4,013/mo",Regus,https://www.spacelist.ca/listings/281042/on/toronto/for-lease/office/fully_serviced_open_plan_office_space_for_you_and_your_team_in_yonge_and_richmond_centre-151_yonge_st
86 ft²,Not available,Find office space in Yonge & Shuter for 1 ...,"Toronto, ON",$509/mo,Regus,https://www.spacelist.ca/listings/281792/on/toronto/for-lease/office/find_office_space_in_yonge_shuter_for_1_persons_with_everything_taken_care_of-229_yonge_st
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON","$1,010/mo",Regus,https://www.spacelist.ca/listings/281793/on/toronto/for-lease/office/private_office_space_for_3_persons_in_yonge_shuter-229_yonge_st
"1,076 ft²",Not available,Move into ready-to-use open plan office ...,"Toronto, ON","$6,295/mo",Regus,https://www.spacelist.ca/listings/281795/on/toronto/for-lease/office/move_into_ready-to-use_open_plan_office_space_for_15_persons_in_yonge_shuter-229_yonge_st
"1,076 ft²",Not available,Fully serviced open plan office space for ...,"Toronto, ON","$5,514/mo",Regus,https://www.spacelist.ca/listings/281929/on/toronto/for-lease/office/fully_serviced_open_plan_office_space_for_you_and_your_team_in_parkway_place-251_consumers_rd
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON",$991/mo,Regus,https://www.spacelist.ca/listings/282187/on/toronto/for-lease/office/private_office_space_for_3_persons_in_yonge_and_lawrence-3080_yonge_st
86 ft²,Not available,Find office space in Yonge and Lawrence ...,"Toronto, ON",$443/mo,Regus,https://www.spacelist.ca/listings/282188/on/toronto/for-lease/office/find_office_space_in_yonge_and_lawrence_for_1_persons_with_everything_taken_care_of-3080_yonge_st
323 ft²,Not available,Private office space for 5 persons in ...,"Toronto, ON","$2,303/mo",Regus,https://www.spacelist.ca/listings/282189/on/toronto/for-lease/office/private_office_space_for_5_persons_in_yonge_and_lawrence-3080_yonge_st
"1,076 ft²",Not available,Move into ready-to-use open plan office ...,"Toronto, ON","$5,514/mo",Regus,https://www.spacelist.ca/listings/282190/on/toronto/for-lease/office/move_into_ready-to-use_open_plan_office_space_for_15_persons_in_yonge_and_lawrence-3080_yonge_st
323 ft²,Not available,Private office space for 5 persons in ...,"Toronto, ON","$1,661/mo",Regus,https://www.spacelist.ca/listings/282277/on/toronto/for-lease/office/private_office_space_for_5_persons_in_islington_station-3250_bloor_st_w
86 ft²,Not available,Private office space tailored to your ...,"Toronto, ON",$888/mo,Regus,https://www.spacelist.ca/listings/282280/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_islington_station-3250_bloor_st_w
162 ft²,Not available,Private office space for 3 persons in ...,"Toronto, ON",$953/mo,Regus,https://www.spacelist.ca/listings/282436/on/toronto/for-lease/office/private_office_space_for_3_persons_in_toronto_street-36_toronto_st
"1,076 ft²",Not available,Open plan office space for 15 persons in ...,"Toronto, ON","$5,788/mo",Regus,https://www.spacelist.ca/listings/282605/on/toronto/for-lease/office/open_plan_office_space_for_15_persons_in_queen_bay-401_bay_st
86 ft²,Not available,Professional office space in University & ...,"Toronto, ON",$509/mo,Regus,https://www.spacelist.ca/listings/282723/on/toronto/for-lease/office/professional_office_space_in_university_dundas_on_fully_flexible_terms-439_university_ave
323 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,538/mo",Regus,https://www.spacelist.ca/listings/282725/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_university_dundas-439_university_ave
"1,076 ft²",Not available,Open plan office space for 15 persons in ...,"Toronto, ON","$5,987/mo",Regus,https://www.spacelist.ca/listings/282727/on/toronto/for-lease/office/open_plan_office_space_for_15_persons_in_university_dundas-439_university_ave
150 ft²,Not available,205 - 410 Adelaide St W,"Toronto, ON","$3,500/mo",Verkspace,https://www.spacelist.ca/listings/337686/on/toronto/for-lease/office/205-410_adelaide_st_w
90 ft²,Not available,209 - 410 Adelaide St W,"Toronto, ON","$1,400/mo",Verkspace,https://www.spacelist.ca/listings/337696/on/toronto/for-lease/office/209-410_adelaide_st_w
140 ft²,Not available,204 - 410 Adelaide St W,"Toronto, ON","$2,600/mo",Verkspace,https://www.spacelist.ca/listings/337704/on/toronto/for-lease/office/204-410_adelaide_st_w
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$2,369/mo",Regus,https://www.spacelist.ca/listings/468930/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_toronto_yorkville-1235_bay_st
484 ft²,Not available,Move into ready-to-use open plan office ...,"Toronto, ON","$8,574/mo",Regus,https://www.spacelist.ca/listings/468931/on/toronto/for-lease/office/move_into_ready-to-use_open_plan_office_space_for_10_persons_in_toronto_yorkville-1235_bay_st
215 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$2,200/mo",Regus,https://www.spacelist.ca/listings/469537/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_4_persons_in_yonge_shuter-229_yonge_st
108 ft²,Not available,Fully serviced private office space for ...,"Toronto, ON",$443/mo,Regus,https://www.spacelist.ca/listings/469546/on/toronto/for-lease/office/fully_serviced_private_office_space_for_you_and_your_team_in_yonge_and_lawrence-3080_yonge_st
215 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,321/mo",Regus,https://www.spacelist.ca/listings/469547/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_4_persons_in_yonge_and_lawrence-3080_yonge_st
108 ft²,Not available,Private office space tailored to your ...,"Toronto, ON",$906/mo,Regus,https://www.spacelist.ca/listings/469551/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_yonge_and_richmond_centre-151_yonge_st
108 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,521/mo",Regus,https://www.spacelist.ca/listings/459381/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_2_persons_in_10_milner_business_court-10_milner_business_ct
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$3,143/mo",Regus,https://www.spacelist.ca/listings/459382/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_10_milner_business_court-10_milner_business_ct
108 ft²,Not available,Find office space in Davisville Centre ...,"Toronto, ON",$773/mo,Regus,https://www.spacelist.ca/listings/460533/on/toronto/for-lease/office/find_office_space_in_davisville_centre_for_2_persons_with_everything_taken_care_of-1920_yonge_st
215 ft²,Not available,Fully serviced private office space for ...,"Toronto, ON","$1,576/mo",Regus,https://www.spacelist.ca/listings/460559/on/toronto/for-lease/office/fully_serviced_private_office_space_for_you_and_your_team_in_eaton_centre-1_dundas_st_w
108 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,266/mo",Regus,https://www.spacelist.ca/listings/460645/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_2_persons_in_islington_station-3250_bloor_st_w
215 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,743/mo",Regus,https://www.spacelist.ca/listings/466853/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_4_persons_in_parkway_place-251_consumers_rd
108 ft²,Not available,Private office space for 2 persons in ...,"Toronto, ON",$707/mo,Regus,https://www.spacelist.ca/listings/468051/on/toronto/for-lease/office/private_office_space_for_2_persons_in_queen_bay-401_bay_st
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,406/mo",Regus,https://www.spacelist.ca/listings/468055/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_queen_bay-401_bay_st
108 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON",$641/mo,Regus,https://www.spacelist.ca/listings/468059/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_2_persons_in_queen_richmond_centre-111_queen_st_e
215 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,435/mo",Regus,https://www.spacelist.ca/listings/468060/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_4_persons_in_queen_richmond_centre-111_queen_st_e
215 ft²,Not available,Private office space for 4 persons in ...,"Toronto, ON","$1,548/mo",Regus,https://www.spacelist.ca/listings/459475/on/toronto/for-lease/office/private_office_space_for_4_persons_in_bloor_and_yonge-2_bloor_st_west
108 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,000/mo",Regus,https://www.spacelist.ca/listings/459485/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_2_persons_in_brookfield_place-161_bay_st
162 ft²,Not available,All-inclusive access to professional ...,"Toronto, ON","$1,170/mo",Regus,https://www.spacelist.ca/listings/280184/on/toronto/for-lease/office/all-inclusive_access_to_professional_office_space_for_3_persons_in_first_canadian_place-100_king_st_w
"1,076 ft²",Not available,Open plan office space for 15 persons in ...,"Toronto, ON","$8,990/mo",Regus,https://www.spacelist.ca/listings/280186/on/toronto/for-lease/office/open_plan_office_space_for_15_persons_in_first_canadian_place-100_king_st_w
108 ft²,Not available,Private office space for 2 persons in ...,"Toronto, ON",$717/mo,Regus,https://www.spacelist.ca/listings/460585/on/toronto/for-lease/office/private_office_space_for_2_persons_in_first_canadian_place-100_king_st_w
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,982/mo",Regus,https://www.spacelist.ca/listings/460586/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_first_canadian_place-100_king_st_w
"1,076 ft²",Not available,Open plan office space for 15 persons in ...,"Toronto, ON","$9,198/mo",Regus,https://www.spacelist.ca/listings/283955/on/toronto/for-lease/office/open_plan_office_space_for_15_persons_in_waterpark_place-88_queens_quay_w
323 ft²,Not available,Private office for 5 people in Regus ...,"Toronto, ON","$2,077/mo",Regus,https://www.spacelist.ca/listings/283954/on/toronto/for-lease/office/private_office_for_5_people_in_regus_waterpark_place-88_queens_quay_w
108 ft²,Not available,Find office space in Waterpark Place for ...,"Toronto, ON",$688/mo,Regus,https://www.spacelist.ca/listings/468964/on/toronto/for-lease/office/find_office_space_in_waterpark_place_for_2_persons_with_everything_taken_care_of-88_queens_quay_w
86 ft²,Not available,Beautifully designed office space for 1 ...,"Toronto, ON",$594/mo,Regus,https://www.spacelist.ca/listings/279668/on/toronto/for-lease/office/beautifully_designed_office_space_for_1_person_in_spaces_the_shift-25_ontario_st
25 ft²,$232/mo,Represent your business professionally ...,"Toronto, ON",$111.36/sf/yr$232/mo,Regus,https://www.spacelist.ca/listings/290712/on/toronto/for-lease/office/represent_your_business_professionally_and_have_us_take_care_of_everything-10_milner_business_ct
25 ft²,$215/mo,Find a professional address for your ...,"Toronto, ON",$103.20/sf/yr$215/mo,Regus,https://www.spacelist.ca/listings/292579/on/toronto/for-lease/office/find_a_professional_address_for_your_business_in_liberty_square-3601_hwy-7
323 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$1,340/mo",Regus,https://www.spacelist.ca/listings/298738/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_don_mills-895_don_mills_rd
108 ft²,Not available,Professional office space in Don Mills on ...,"Toronto, ON","$1,066/mo",Regus,https://www.spacelist.ca/listings/460542/on/toronto/for-lease/office/professional_office_space_in_don_mills_on_fully_flexible_terms-895_don_mills_rd
215 ft²,Not available,Private office space tailored to your ...,"Toronto, ON","$2,232/mo",Regus,https://www.spacelist.ca/listings/460543/on/toronto/for-lease/office/private_office_space_tailored_to_your_business_unique_needs_in_don_mills-895_don_mills_rd
484 ft²,Not available,Move into ready-to-use open plan office ...,"Toronto, ON","$4,834/mo",Regus,https://www.spacelist.ca/listings/460544/on/toronto/for-lease/office/move_into_ready-to-use_open_plan_office_space_for_10_persons_in_don_mills-895_don_mills_rd
100 ft²,Contact,102 - 717 Queen Street East,"Toronto, ON",ContactContact,Rodica Iliescu,https://www.spacelist.ca/listings/789030/on/toronto/for-lease/retail/102-717_queen_street_east
900 ft²,Contact,204 - 717 Queen Street East,"Toronto, ON",ContactContact,Rodica Iliescu,https://www.spacelist.ca/listings/789032/on/toronto/for-lease/office/204-717_queen_street_east
"4,000-6,000 ft²",Contact,410  - 150 York Street,"Toronto, ON",ContactContact,Rob Renaud,https://www.spacelist.ca/listings/510961/on/toronto/for-lease/office/410_-150_york_street
25 ft²,$196/mo,Find the right location for your ...,"Toronto, ON",$94.08/sf/yr$196/mo,Regus,https://www.spacelist.ca/listings/290581/on/toronto/for-lease/office/find_the_right_location_for_your_business_anywhere_in_the_world-60_atlantic_ave
25 ft²,$244/mo,Find a professional address for your ...,"Toronto, ON",$117.12/sf/yr$244/mo,Regus,https://www.spacelist.ca/listings/291295/on/toronto/for-lease/office/find_a_professional_address_for_your_business_in_queen_bay-401_bay_st
108 ft²,Not available,Book a reserved coworking spot or hot ...,"Toronto, ON",$405/mo,Regus,https://www.spacelist.ca/listings/297413/on/toronto/for-lease/office/book_a_reserved_coworking_spot_or_hot_desk_in_queen_richmond_centre-111_queen_st_e
"1,076 ft²",Not available,Fully serviced open plan office space for ...,"Toronto, ON","$8,036/mo",Regus,https://www.spacelist.ca/listings/297581/on/toronto/for-lease/office/fully_serviced_open_plan_office_space_for_you_and_your_team_in_liberty_village-60_atlantic_ave
86 ft²,Not available,Find office space in Don Mills for 1 ...,"Toronto, ON","$1,032/mo",Regus,https://www.spacelist.ca/listings/298735/on/toronto/for-lease/office/find_office_space_in_don_mills_for_1_persons_with_everything_taken_care_of-895_don_mills_rd
162 ft²,Not available,Private office space for 3 persons in Don ...,"Toronto, ON","$1,632/mo",Regus,https://www.spacelist.ca/listings/298736/on/toronto/for-lease/office/private_office_space_for_3_persons_in_don_mills-895_don_mills_rd
86 ft²,Not available,Flexible office memberships in Queen ...,"Toronto, ON",$244/mo,Regus,https://www.spacelist.ca/listings/468058/on/toronto/for-lease/office/flexible_office_memberships_in_queen_richmond_centre-111_queen_st_e
900 ft²,Contact,104A - 717 Queen Street East,"Toronto, ON",ContactContact,Rodica Iliescu,https://www.spacelist.ca/listings/789031/on/toronto/for-lease/retail/104a-717_queen_street_east
200 ft²,Contact,102 A - 717 Queen Street East,"Toronto, ON",ContactContact,Rodica Iliescu,https://www.spacelist.ca/listings/789033/on/toronto/for-lease/retail/102_a-717_queen_street_east
86 ft²,$244/mo,Join a collaborative coworking ...,"Toronto, ON",$34.05/sf/yr$244/mo,Regus,https://www.spacelist.ca/listings/280043/on/toronto/for-lease/office/join_a_collaborative_coworking_environment_in_spaces_gladstone-11_peel_ave
25 ft²,$300/mo,Find the right location for your ...,"Toronto, ON",$144.00/sf/yr$300/mo,Regus,https://www.spacelist.ca/listings/626719/on/toronto/for-lease/office/find_the_right_location_for_your_business_anywhere_in_the_world-80_atlantic_ave
25 ft²,$272/mo,Find the right location for your ...,"Toronto, ON",$130.56/sf/yr$272/mo,Regus,https://www.spacelist.ca/listings/626724/on/toronto/for-lease/office/find_the_right_location_for_your_business_anywhere_in_the_world-11_peel_ave
25 ft²,$300/mo,Work from anywhere with a virtual office ...,"Toronto, ON",$144.00/sf/yr$300/mo,Regus,https://www.spacelist.ca/listings/626728/on/toronto/for-lease/office/work_from_anywhere_with_a_virtual_office_in_spaces_the_shift-25_ontario_st
25 ft²,$262/mo,Have us take care of everything while you ...,"Toronto, ON",$125.76/sf/yr$262/mo,Regus,https://www.spacelist.ca/listings/626718/on/toronto/for-lease/office/have_us_take_care_of_everything_while_you_focus_on_growing_your_business-5200_yonge_st
484 ft²,Not available,Open plan office space for 10 persons in ...,"Toronto, ON",Contact,Regus,https://www.spacelist.ca/listings/463482/on/toronto/for-lease/office/open_plan_office_space_for_10_persons_in_king_west-500_king_st_w
54 ft²,$149/mo,All-inclusive access to coworking space ...,"Toronto, ON",$33.11/sf/yr$149/mo,Regus,https://www.spacelist.ca/listings/279810/on/toronto/for-lease/office/all-inclusive_access_to_coworking_space_in_spaces_the_well-460_front_st_w
54 ft²,$121/mo,Simply walk in and get to work in ...,"Toronto, ON",$26.89/sf/yr$121/mo,Regus,https://www.spacelist.ca/listings/279808/on/toronto/for-lease/office/simply_walk_in_and_get_to_work_in_professional_workspace_in_spaces_yorkville-99_yorkville_ave
484 ft²,Not available,Book open plan office space for ...,"Toronto, ON",Contact,Regus,https://www.spacelist.ca/listings/458329/on/toronto/for-lease/office/book_open_plan_office_space_for_businesses_of_all_sizes_in_spaces_yorkville-99_yorkville_ave
"1,973-4,736 ft²",Contact,1006/1014 - 1 Yonge St,"Toronto, ON",ContactContact,Rob Renaud,https://www.spacelist.ca/listings/634955/on/toronto/for-lease/office/10061014-1_yonge_st
54 ft²,$121/mo,Flexible workspace memberships in SPACES ...,"Toronto, ON",$26.89/sf/yr$121/mo,Regus,https://www.spacelist.ca/listings/279802/on/toronto/for-lease/office/flexible_workspace_memberships_in_spaces_bay_street-200_bay_st
54 ft²,$121/mo,Join a thriving business community in ...,"Toronto, ON",$26.89/sf/yr$121/mo,Regus,https://www.spacelist.ca/listings/279809/on/toronto/for-lease/office/join_a_thriving_business_community_in_spaces_liberty_village-80_atlantic_ave
54 ft²,$121/mo,Flexible workspace memberships in Spaces ...,"Toronto, ON",$26.89/sf/yr$121/mo,Regus,https://www.spacelist.ca/listings/279817/on/toronto/for-lease/office/flexible_workspace_memberships_in_spaces_gladstone-11_peel_ave
25 ft²,$244/mo,Virtual Office - 1655 Dupont St,"Toronto, ON",$117.12/sf/yr$244/mo,Regus,https://www.spacelist.ca/listings/626725/on/toronto/for-lease/office/virtual_office-1655_dupont_st
25 ft²,$300/mo,Have us take care of everything while you ...,"Toronto, ON",$144.00/sf/yr$300/mo,Regus,https://www.spacelist.ca/listings/626727/on/toronto/for-lease/office/have_us_take_care_of_everything_while_you_focus_on_growing_your_business-200_bay_st
86 ft²,$281/mo,Find a dedicated desk and get down to ...,"Toronto, ON",$39.21/sf/yr$281/mo,Regus,https://www.spacelist.ca/listings/279977/on/toronto/for-lease/office/find_a_dedicated_desk_and_get_down_to_business_in_spaces_the_well-460_front_st_w
"5,113 ft²","$14,810/mo",101 - 81 The East Mall,"Toronto, ON","$34.76/sf/yr$14,810/mo",Bliss Karmody,https://www.spacelist.ca/listings/815029/on/toronto/for-lease/office-medical/101-81_the_east_mall
"1,202 ft²","$3,480/mo",304 - 85 The East Mall,"Toronto, ON","$34.76/sf/yr$3,480/mo",Bliss Karmody,https://www.spacelist.ca/listings/815030/on/toronto/for-lease/office-medical/304-85_the_east_mall
